failure_id,payment_id,customer_id,subscription_id,failure_reason,retry_now_probability,wait_and_retry_probability,send_reminder_probability,payment_link_probability,update_payment_method_probability,no_action_probability
FAIL_000207,PAY_001431,CUST_0093,SUB_0093,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000208,PAY_001435,CUST_0093,SUB_0093,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000209,PAY_001440,CUST_0093,SUB_0093,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000210,PAY_001442,CUST_0093,SUB_0093,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000211,PAY_001444,CUST_0094,SUB_0094,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000212,PAY_001445,CUST_0094,SUB_0094,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000213,PAY_001446,CUST_0094,SUB_0094,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000214,PAY_001448,CUST_0094,SUB_0094,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000215,PAY_001454,CUST_0095,SUB_0095,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000216,PAY_001456,CUST_0095,SUB_0095,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000217,PAY_001467,CUST_0096,SUB_0096,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000218,PAY_001468,CUST_0096,SUB_0096,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000219,PAY_001469,CUST_0096,SUB_0096,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000220,PAY_001471,CUST_0096,SUB_0096,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000221,PAY_001474,CUST_0096,SUB_0096,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000222,PAY_001476,CUST_0096,SUB_0096,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000223,PAY_001477,CUST_0096,SUB_0096,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000224,PAY_001479,CUST_0096,SUB_0096,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000225,PAY_001480,CUST_0096,SUB_0096,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000226,PAY_001493,CUST_0097,SUB_0097,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_000227,PAY_001495,CUST_0097,SUB_0097,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_000228,PAY_001496,CUST_0097,SUB_0097,AUTHENTICATION_FAILED,0.096,0.146,0.408,0.508,0.708,0.0
FAIL_000229,PAY_001502,CUST_0098,SUB_0098,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000230,PAY_001514,CUST_0098,SUB_0098,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000231,PAY_001530,CUST_0099,SUB_0099,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_000232,PAY_001565,CUST_0100,SUB_0100,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_000233,PAY_001571,CUST_0101,SUB_0101,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000234,PAY_001576,CUST_0101,SUB_0101,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000235,PAY_001580,CUST_0101,SUB_0101,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000236,PAY_001582,CUST_0101,SUB_0101,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000237,PAY_001590,CUST_0101,SUB_0101,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000238,PAY_001591,CUST_0101,SUB_0101,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000239,PAY_001592,CUST_0101,SUB_0101,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000240,PAY_001601,CUST_0101,SUB_0101,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000241,PAY_001620,CUST_0102,SUB_0102,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_000242,PAY_001634,CUST_0103,SUB_0103,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000243,PAY_001635,CUST_0103,SUB_0103,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000244,PAY_001659,CUST_0104,SUB_0104,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000245,PAY_001661,CUST_0104,SUB_0104,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000246,PAY_001684,CUST_0106,SUB_0106,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000247,PAY_001687,CUST_0106,SUB_0106,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000248,PAY_001706,CUST_0106,SUB_0106,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000249,PAY_001717,CUST_0107,SUB_0107,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_000250,PAY_001724,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000251,PAY_001725,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000252,PAY_001726,CUST_0108,SUB_0108,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000253,PAY_001728,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000254,PAY_001733,CUST_0108,SUB_0108,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000255,PAY_001737,CUST_0108,SUB_0108,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000256,PAY_001744,CUST_0108,SUB_0108,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000257,PAY_001745,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000258,PAY_001746,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000259,PAY_001747,CUST_0108,SUB_0108,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000260,PAY_001756,CUST_0109,SUB_0109,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000261,PAY_001768,CUST_0110,SUB_0110,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000262,PAY_001775,CUST_0110,SUB_0110,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000263,PAY_001776,CUST_0110,SUB_0110,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000264,PAY_001781,CUST_0110,SUB_0110,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000265,PAY_001782,CUST_0110,SUB_0110,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_000266,PAY_001783,CUST_0110,SUB_0110,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000267,PAY_001784,CUST_0110,SUB_0110,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000268,PAY_001794,CUST_0111,SUB_0111,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000269,PAY_001805,CUST_0112,SUB_0112,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000270,PAY_001807,CUST_0112,SUB_0112,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000271,PAY_001810,CUST_0112,SUB_0112,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000272,PAY_001812,CUST_0112,SUB_0112,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000273,PAY_001813,CUST_0112,SUB_0112,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000274,PAY_001816,CUST_0112,SUB_0112,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000275,PAY_001819,CUST_0112,SUB_0112,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000276,PAY_001823,CUST_0112,SUB_0112,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000277,PAY_001824,CUST_0112,SUB_0112,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000278,PAY_001825,CUST_0112,SUB_0112,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000279,PAY_001827,CUST_0113,SUB_0113,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000280,PAY_001829,CUST_0113,SUB_0113,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000281,PAY_001830,CUST_0113,SUB_0113,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000282,PAY_001833,CUST_0113,SUB_0113,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000283,PAY_001834,CUST_0113,SUB_0113,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000284,PAY_001835,CUST_0113,SUB_0113,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000285,PAY_001836,CUST_0113,SUB_0113,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000286,PAY_001840,CUST_0113,SUB_0113,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000287,PAY_001842,CUST_0113,SUB_0113,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000288,PAY_001845,CUST_0113,SUB_0113,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000289,PAY_001846,CUST_0113,SUB_0113,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000290,PAY_001899,CUST_0117,SUB_0117,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000291,PAY_001902,CUST_0117,SUB_0117,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000292,PAY_001903,CUST_0117,SUB_0117,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000293,PAY_001906,CUST_0117,SUB_0117,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000294,PAY_001921,CUST_0117,SUB_0117,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000295,PAY_001936,CUST_0119,SUB_0119,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_000296,PAY_001937,CUST_0119,SUB_0119,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000297,PAY_001939,CUST_0119,SUB_0119,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000298,PAY_001944,CUST_0119,SUB_0119,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000299,PAY_001947,CUST_0119,SUB_0119,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000300,PAY_001949,CUST_0119,SUB_0119,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000301,PAY_001950,CUST_0119,SUB_0119,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000302,PAY_001972,CUST_0120,SUB_0120,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000303,PAY_001994,CUST_0121,SUB_0121,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000304,PAY_002006,CUST_0121,SUB_0121,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000305,PAY_002007,CUST_0121,SUB_0121,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000306,PAY_002008,CUST_0121,SUB_0121,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000307,PAY_002012,CUST_0121,SUB_0121,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000308,PAY_002013,CUST_0121,SUB_0121,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000309,PAY_002022,CUST_0121,SUB_0121,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000310,PAY_002026,CUST_0122,SUB_0122,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000311,PAY_002028,CUST_0122,SUB_0122,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_000312,PAY_002034,CUST_0122,SUB_0122,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000313,PAY_002050,CUST_0123,SUB_0123,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000314,PAY_002053,CUST_0123,SUB_0123,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000315,PAY_002055,CUST_0123,SUB_0123,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_000316,PAY_002070,CUST_0123,SUB_0123,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000317,PAY_002092,CUST_0124,SUB_0124,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000318,PAY_002106,CUST_0125,SUB_0125,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000319,PAY_002143,CUST_0127,SUB_0127,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000320,PAY_002146,CUST_0127,SUB_0127,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000321,PAY_002148,CUST_0127,SUB_0127,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000322,PAY_002170,CUST_0128,SUB_0128,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000323,PAY_002174,CUST_0128,SUB_0128,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_000324,PAY_002176,CUST_0128,SUB_0128,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_000325,PAY_002188,CUST_0130,SUB_0130,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000326,PAY_002190,CUST_0130,SUB_0130,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000327,PAY_002191,CUST_0130,SUB_0130,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000328,PAY_002192,CUST_0130,SUB_0130,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000329,PAY_002193,CUST_0130,SUB_0130,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000330,PAY_002196,CUST_0130,SUB_0130,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000331,PAY_002198,CUST_0130,SUB_0130,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000332,PAY_002199,CUST_0130,SUB_0130,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000333,PAY_002201,CUST_0130,SUB_0130,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000334,PAY_002204,CUST_0130,SUB_0130,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000335,PAY_002205,CUST_0130,SUB_0130,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000336,PAY_002207,CUST_0131,SUB_0131,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000337,PAY_002213,CUST_0131,SUB_0131,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000338,PAY_002214,CUST_0131,SUB_0131,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000339,PAY_002217,CUST_0131,SUB_0131,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000340,PAY_002219,CUST_0131,SUB_0131,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000341,PAY_002242,CUST_0133,SUB_0133,CARD_EXPIRED,0.096,0.096,0.258,0.408,0.858,0.0
FAIL_000342,PAY_002261,CUST_0135,SUB_0135,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000343,PAY_002267,CUST_0135,SUB_0135,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000344,PAY_002268,CUST_0135,SUB_0135,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000345,PAY_002269,CUST_0135,SUB_0135,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000346,PAY_002272,CUST_0135,SUB_0135,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000347,PAY_002275,CUST_0135,SUB_0135,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_000348,PAY_002276,CUST_0135,SUB_0135,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000349,PAY_002283,CUST_0135,SUB_0135,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000350,PAY_002291,CUST_0136,SUB_0136,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_000351,PAY_002307,CUST_0136,SUB_0136,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_000352,PAY_002311,CUST_0136,SUB_0136,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000353,PAY_002316,CUST_0137,SUB_0137,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000354,PAY_002325,CUST_0137,SUB_0137,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000355,PAY_002329,CUST_0137,SUB_0137,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_000356,PAY_002346,CUST_0137,SUB_0137,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000357,PAY_002348,CUST_0138,SUB_0138,LIMIT_EXCEEDED,0.146,0.296,0.258,0.608,0.408,0.0
FAIL_000358,PAY_002365,CUST_0139,SUB_0139,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000359,PAY_002370,CUST_0139,SUB_0139,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000360,PAY_002419,CUST_0141,SUB_0141,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000361,PAY_002429,CUST_0142,SUB_0142,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000362,PAY_002430,CUST_0142,SUB_0142,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000363,PAY_002433,CUST_0142,SUB_0142,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000364,PAY_002435,CUST_0143,SUB_0143,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000365,PAY_002439,CUST_0143,SUB_0143,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_000366,PAY_002451,CUST_0145,SUB_0145,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000367,PAY_002453,CUST_0145,SUB_0145,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000368,PAY_002457,CUST_0145,SUB_0145,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000369,PAY_002459,CUST_0145,SUB_0145,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_000370,PAY_002462,CUST_0145,SUB_0145,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_000371,PAY_002465,CUST_0145,SUB_0145,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_000372,PAY_002467,CUST_0145,SUB_0145,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000373,PAY_002470,CUST_0145,SUB_0145,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_000374,PAY_002488,CUST_0147,SUB_0147,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_000375,PAY_002491,CUST_0147,SUB_0147,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_000376,PAY_002494,CUST_0147,SUB_0147,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_000377,PAY_002515,CUST_0149,SUB_0149,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_000378,PAY_002545,CUST_0150,SUB_0150,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_000379,PAY_002551,CUST_0151,SUB_0151,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000380,PAY_002556,CUST_0151,SUB_0151,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000381,PAY_002571,CUST_0152,SUB_0152,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_000382,PAY_002572,CUST_0152,SUB_0152,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000383,PAY_002580,CUST_0152,SUB_0152,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_000384,PAY_002602,CUST_0154,SUB_0154,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_000385,PAY_002617,CUST_0155,SUB_0155,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000386,PAY_002620,CUST_0155,SUB_0155,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000387,PAY_002621,CUST_0155,SUB_0155,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000388,PAY_002627,CUST_0155,SUB_0155,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000389,PAY_002628,CUST_0155,SUB_0155,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000390,PAY_002629,CUST_0155,SUB_0155,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000391,PAY_002631,CUST_0155,SUB_0155,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000392,PAY_002635,CUST_0155,SUB_0155,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000393,PAY_002636,CUST_0155,SUB_0155,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000394,PAY_002637,CUST_0155,SUB_0155,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000395,PAY_002643,CUST_0155,SUB_0155,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000396,PAY_002645,CUST_0156,SUB_0156,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000397,PAY_002646,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000398,PAY_002648,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000399,PAY_002650,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000400,PAY_002651,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000401,PAY_002654,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000402,PAY_002656,CUST_0156,SUB_0156,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000403,PAY_002657,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000404,PAY_002659,CUST_0156,SUB_0156,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_000405,PAY_002660,CUST_0156,SUB_0156,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000406,PAY_002661,CUST_0156,SUB_0156,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000407,PAY_002663,CUST_0156,SUB_0156,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000408,PAY_002664,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000409,PAY_002665,CUST_0156,SUB_0156,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_000410,PAY_002670,CUST_0156,SUB_0156,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_000411,PAY_002680,CUST_0158,SUB_0158,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_000412,PAY_002681,CUST_0158,SUB_0158,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000413,PAY_002684,CUST_0158,SUB_0158,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_000414,PAY_002686,CUST_0158,SUB_0158,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
